"CropID","Crop","Crop_Year","Season","State","Production","Yield","Area","Annual_Rainfall","Fertilizer","Pesticide","PARTIND"
"         101","Arecanut","        1997","Whole Year","Assam","       56708"," 0.796086957","-0.144798605","0.7511783823","-0.179875227","-0.121741926","           0"
"         201","Arhar/Tur","        1997","Kharif","Assam","        4685"," 0.710434783","-0.236466689","0.7511783823"," -0.24721071","-0.219379547","           0"
"         301","Castor seed","        1997","Kharif","Assam","          22"," 0.238333333","-0.244437174","0.7511783823"," -0.25306549"," -0.22786908","           1"
"         401","Coconut","        1997","Whole Year","Assam","   126905000"," 5238.051739","-0.218701281","0.7511783823","-0.234160996","-0.200457235","           1"
"         501","Cotton(lint)","        1997","Kharif","Assam","         794"," 0.420909091","-0.243150379","0.7511783823","-0.252120265","-0.226498488","           1"
"         601","Dry chillies","        1997","Whole Year","Assam","        9073"," 0.643636364","-0.226982889","0.7511783823","-0.240244313","-0.209278152","           1"
"         701","Gram","        1997","Rabi","Assam","        1507"," 0.465454545","-0.241458306","0.7511783823"," -0.25087734","-0.224696225","           0"
"         801","Jute","        1997","Kharif","Assam","      904095"," 9.919565217","-0.116543707","0.7511783823","-0.159120377","-0.091647034","           1"
"         901","Linseed","        1997","Rabi","Assam","        5158"," 0.461363636","-0.231743893","0.7511783823","-0.243741545","-0.214349198","           0"
"        1001","Maize","        1997","Kharif","Assam","       14721"," 0.615652174","-0.219301694","0.7511783823","-0.234602034","-0.201096748","           0"
"        1101","Mesta","        1997","Kharif","Assam","       29003"," 4.568947368","-0.237451912","0.7511783823","-0.247934413"," -0.22042893","           1"
"        1201","Niger seed","        1997","Whole Year","Assam","        5076"," 0.482352941","-0.231994975","0.7511783823","-0.243925979"," -0.21461663","           0"
"        1301","Onion","        1997","Whole Year","Assam","       17943"," 2.342608696","-0.234836021","0.7511783823","-0.246012891","-0.217642689","           1"
"        1401","Other  Rabi pulses","        1997","Rabi","Assam","       58272"," 0.520869565","-0.097743951","0.7511783823","-0.145310875","-0.071623015","           1"
"        1501","Potato","        1997","Whole Year","Assam","      671871"," 7.561304348","-0.142826794","0.7511783823","-0.178426818","-0.119641708","           1"
"        1601","Rapeseed &Mustard","        1997","Rabi","Assam","      154772"," 0.554782609","0.1355916232","0.7511783823","0.0260875347","0.1769076588","           1"
"        1701","Rice","        1997","Autumn","Assam","      398311"," 0.780869565","0.5832624238","0.7511783823","0.3549275043","0.6537313321","           1"
"        1801","Rice","        1997","Summer","Assam","      209623"," 1.060434783","-0.006758156","0.7511783823","-0.078476571","0.0252878874","           1"
"        1901","Rice","        1997","Winter","Assam","     1647296"," 0.941304348","2.1333696144","0.7511783823","1.4935704554"," 2.304783408","           1"
"        2001","Sesamum","        1997","Whole Year","Assam","        8257"," 0.487391304","-0.224010844","0.7511783823","-0.238061175","-0.206112563","           1"
"        2101","Small millets","        1997","Kharif","Assam","        5391","       0.473"," -0.23120898","0.7511783823"," -0.24334862"," -0.21377945","           1"
"        2201","Sugarcane","        1997","Kharif","Assam","     1287451"," 41.89695652","-0.202787603","0.7511783823","-0.222471483","-0.183507238","           1"
"        2301","Sweet potato","        1997","Whole Year","Assam","       32618"," 3.440434783","-0.232723658","0.7511783823","-0.244461239","-0.215392766","           1"
"        2401","Tapioca","        1997","Whole Year","Assam","       11728","  4.41826087","-0.242159697","0.7511783823","-0.251392552","-0.225443292","           1"
"        2501","Tobacco","        1997","Whole Year","Assam","          26","        0.38","-0.244932515","0.7511783823","-0.253429346","-0.228396678","           1"
"        2601","Turmeric","        1997","Whole Year","Assam","        6974","        0.67","-0.231780737","0.7511783823","-0.243768608","-0.214388441","           1"
"        2701","Wheat","        1997","Rabi","Assam","      110054","  1.25952381","-0.129946567","0.7511783823","-0.168965549","-0.105922704","           1"
"        2801","Arecanut","        1997","Whole Year","Karnataka","      133342"," 1.293571429","-0.118481404","-0.209393033","-0.160543727","-0.093710916","           2"
"        2901","Arhar/Tur","        1997","Kharif","Karnataka","       98473"," 0.268235294","0.3300681833","-0.209393033","0.1689417616","0.3840487715","           1"
"        3001","Bajra","        1997","Kharif","Karnataka","      132056"," 0.404545455","0.1654171482","-0.209393033","0.0479960995","0.2086754587","           1"
"        3101","Bajra","        1997","Summer","Karnataka","         662","        0.81","-0.244404424","-0.209393033","-0.253041433","-0.227834198","           1"
"        3201","Black pepper","        1997","Kharif","Karnataka","         924","      0.4375","-0.240303875","-0.209393033","-0.250029344","-0.223466616","           1"
"        3301","Cardamom","        1997","Whole Year","Karnataka","        1214"," 0.058571429","-0.216553439","-0.209393033","-0.232583282","-0.198169523","           1"
"        3401","Coriander","        1997","Whole Year","Karnataka","        2853"," 0.121333333","-0.221893023","-0.209393033","-0.236505514","-0.203856827","           1"
"        3501","Dry chillies","        1997","Kharif","Karnataka","      139206"," 1.078333333","0.0090777421","-0.209393033","-0.066844193","0.0421550383","           1"
"        3601","Dry chillies","        1997","Rabi","Karnataka","        7895"," 1.869444444","-0.239294089","-0.209393033","-0.249287598","-0.222391072","           0"
"        3701","Garlic","        1997","Whole Year","Karnataka","        3799","       1.585","-0.238617259","-0.209393033","-0.248790428","-0.221670166","           1"
"        3801","Ginger","        1997","Kharif","Karnataka","        4745"," 1.262307692","-0.240584977","-0.209393033"," -0.25023583","-0.223766024","           1"
"        3901","Groundnut","        1997","Kharif","Karnataka","      525562"," 0.709411765","0.9111808144","-0.209393033","0.5958024361","1.0030041713","           0"
"        4001","Groundnut","        1997","Rabi","Karnataka","      181071"," 1.133333333","0.0170427688","-0.209393033","-0.060993422","0.0506387573","           1"
"        4101","Horse-gram","        1997","Kharif","Karnataka","       80124","        0.45","-0.001439041","-0.209393033","-0.074569375","0.0309533897","           1"
"        4201","Horse-gram","        1997","Rabi","Karnataka","       82572"," 0.514705882"," -0.02286151","-0.209393033","-0.090305412","0.0081358626","           1"
"        4301","Jowar","        1997","Kharif","Karnataka","      516093","       1.228","0.2862380207","-0.209393033","0.1367459844","0.3373643349","           0"
"        4401","Jowar","        1997","Rabi","Karnataka","      722773"," 0.510714286","1.8029390404","-0.209393033","1.2508501795","1.9528347889","           0"
"        4501","Jowar","        1997","Summer","Karnataka","       15135"," 2.470909091","-0.237148976","-0.209393033","-0.247711889","-0.220106267","           1"
"        4601","Maize","        1997","Kharif","Karnataka","     1391132"," 2.687777778"," 0.440581053","-0.209393033","0.2501198252","0.5017583751","           0"
"        4701","Maize","        1997","Rabi","Karnataka","       98932","        1.98","-0.178872054","-0.209393033","-0.204904136","-0.158034279","           1"
"        4801","Maize","        1997","Summer","Karnataka","       20893"," 2.165714286","-0.232246057","-0.209393033","-0.244110413","-0.214884063","           1"
"        4901","Ragi","        1997","Kharif","Karnataka","     1214282"," 1.191333333","0.9797575522","-0.209393033","0.6461759971","1.0760467106","           0"
"        5001","Ragi","        1997","Rabi","Karnataka","       33696"," 1.312222222","-0.208537923","-0.209393033","-0.226695424","-0.189632027","           1"
"        5101","Ragi","        1997","Summer","Karnataka","       25035"," 1.847777778","-0.227072951","-0.209393033","-0.240310469","-0.209374079","           1"
"        5201","Rice","        1997","Kharif","Karnataka","     2340493","      2.2335","1.1620771099","-0.209393033"," 0.780100206","1.2702391419","           1"
"        5301","Rice","        1997","Rabi","Karnataka","      109350"," 2.073846154","-0.171987771","-0.209393033","-0.199847233","-0.150701683","           1"
"        5401","Rice","        1997","Summer","Karnataka","      762759"," 2.829444444","0.1202428788","-0.209393033","0.0148129986","0.1605593854","           0"
"        5501","Sugarcane","        1997","Whole Year","Karnataka","    28999269"," 91.74736842","0.1759352956","-0.209393033","0.0557222842","0.2198785607","           1"
"        5601","Turmeric","        1997","Whole Year","Karnataka","       24108"," 4.452941176","-0.239598389","-0.209393033","-0.249511124","-0.222715188","           2"
"        5701","Wheat","        1997","Rabi","Karnataka","      118512"," 0.548333333","0.0965729536","-0.209393033","-0.002573924","0.1353480455","           1"
"        5801","Arecanut","        1997","Whole Year","Kerala","       93995"," 1.147857143"," -0.14161778","2.2213533154","-0.177538727","-0.118353962","           1"
"        5901","Black pepper","        1997","Whole Year","Kerala","       55520"," 0.240714286","-0.008285116","2.2213533154","-0.079598211","  0.02366149","           2"
"        6001","Cashewnut","        1997","Whole Year","Kerala","       74142"," 0.589285714","-0.114424521","2.2213533154","-0.157563713","-0.089389844","           1"
"        6101","Coconut","        1997","Whole Year","Kerala","  5210000000"," 5376.054286","0.9612307117","2.2213533154","0.6325669664","1.0563133795","           1"
"        6201","Tapioca","        1997","Whole Year","Kerala","     2841819"," 22.80357143","-0.064205416","2.2213533154","-0.120674891"," -0.03590041","           1"
"        6301","Arecanut","        1997","Whole Year","Meghalaya","       12116"," 1.245714286","-0.232465753","2.9139636211","-0.244271793","-0.215118067","           1"
"        6401","Arhar/Tur","        1997","Kharif","Meghalaya","         683"," 0.806666667","-0.244343018","2.9139636211","-0.252996327","-0.227768793","           1"
"        6501","Banana","        1997","Whole Year","Meghalaya","       63011"," 11.20714286","-0.238374365","2.9139636211","-0.248612008","-0.221411454","           1"
"        6601","Castor seed","        1997","Rabi","Meghalaya","          15","        0.49","-0.245482438","2.9139636211","-0.253833297","-0.228982414","           1"
"        6701","Cotton(lint)","        1997","Kharif","Meghalaya","        5590"," 0.796666667","-0.235229019","2.9139636211"," -0.24630157","-0.218061279","           0"
"        6801","Dry chillies","        1997","Whole Year","Meghalaya","        1106","        0.64","-0.243113535","2.9139636211","-0.252093201","-0.226459245","           1"
"        6901","Ginger","        1997","Kharif","Meghalaya","       45260"," 6.054285714","-0.235484194","2.9139636211","-0.246489011","-0.218333072","           1"
"        7001","Gram","        1997","Rabi","Meghalaya","         270"," 0.613333333","-0.244918869","2.9139636211","-0.253419323","-0.228382144","           1"
"        7101","Jute","        1997","Kharif","Meghalaya","       34683"," 8.436666667","-0.239733482","2.9139636211","-0.249610358","-0.222859079","           2"
"        7201","Linseed","        1997","Kharif","Meghalaya","          22","        0.44","-0.245455147","2.9139636211"," -0.25381325","-0.228953345","           0"
"        7301","Maize","        1997","Kharif","Meghalaya","       24878"," 1.444285714","-0.222086793","2.9139636211","-0.236647849","-0.204063215","           2"
"        7401","Mesta","        1997","Kharif","Meghalaya","       21558","        4.68","-0.239126246","2.9139636211","-0.249164308","-0.222212299","           0"
"        7501","Mesta","        1997","Whole Year","Meghalaya","         713","      0.7525","-0.244348476","2.9139636211","-0.253000336","-0.227774607","           1"
"        7601","Other  Rabi pulses","        1997","Rabi","Meghalaya","        1511"," 0.777142857","-0.242918401","2.9139636211","-0.251949864","-0.226251404","           1"
"        7701","Potato","        1997","Whole Year","Meghalaya","      200509"," 8.641428571","-0.217189332","2.9139636211","-0.233050382","-0.198846825","           1"
"        7801","Rapeseed &Mustard","        1997","Rabi","Meghalaya","        4467"," 0.608571429","-0.236088701","2.9139636211","-0.246933056","-0.218976945","           0"
"        7901","Rice","        1997","Kharif","Meghalaya","      150101"," 1.378571429","-0.102010979","2.9139636211","-0.148445252","-0.076167916","           1"
"        8001","Sesamum","        1997","Kharif","Meghalaya","         688"," 0.575714286","-0.243713949","2.9139636211","-0.252534239","-0.227098758","           1"
"        8101","Small millets","        1997","Kharif","Meghalaya","        2237"," 0.861428571","-0.241697106","2.9139636211","-0.251052753","-0.224950576","           1"
"        8201","Soyabean","        1997","Kharif","Meghalaya","         814"," 0.921428571","-0.244297987","2.9139636211","-0.252963249"," -0.22772083","           1"
"        8301","Sugarcane","        1997","Whole Year","Meghalaya","         225","       2.352","-0.245411481","2.9139636211","-0.253781174","-0.228906835","           1"
"        8401","Sweet potato","        1997","Whole Year","Meghalaya","       16978"," 3.221428571","-0.238411209","2.9139636211","-0.248639072","-0.221450697","           1"
"        8501","Tapioca","        1997","Whole Year","Meghalaya","       21087"," 6.537142857","-0.240121022","2.9139636211","-0.249895028","-0.223271855","           1"
"        8601","Tobacco","        1997","Rabi","Meghalaya","         505","       0.618","-0.244510861","2.9139636211","-0.253119617","-0.227947566","           1"
"        8701","Turmeric","        1997","Whole Year","Meghalaya","        7126"," 5.425714286","-0.243611606","2.9139636211","-0.252459062"," -0.22698975","           1"
"        8801","Wheat","        1997","Rabi","Meghalaya","        6894","       1.385","-0.239673441","2.9139636211","-0.249566254","-0.222795127","           0"
"        8901","Arecanut","        1997","Whole Year","West Bengal","       12423"," 1.691764706","-0.234527627","0.5081894363","-0.245786357","-0.217314212","           1"
"        9001","Arhar/Tur","        1997","Whole Year","West Bengal","        2181"," 0.777692308","-0.240569967","0.5081894363","-0.250224804","-0.223750036","           0"
"        9101","Bajra","        1997","Kharif","West Bengal","          95"," 0.426666667","-0.245240909","0.5081894363","-0.253655879","-0.228725155","           1"
"        9201","Barley","        1997","Whole Year","West Bengal","        5034","        1.68","-0.237177632","0.5081894363","-0.247732939","-0.220136789","           1"
"        9301","Cardamom","        1997","Whole Year","West Bengal","           7","           0","-0.241874501","0.5081894363","-0.251183059","-0.225139523","           1"
"        9401","Castor seed","        1997","Whole Year","West Bengal","          46","        0.07","-0.244622756","0.5081894363","-0.253201811","-0.228066748","           1"
"        9501","Coconut","        1997","Whole Year","West Bengal","   306202300"," 13003.78778","-0.212401036","0.5081894363","-0.229533103"," -0.19374671","           1"
"        9601","Cotton(lint)","        1997","Kharif","West Bengal","       52000","           2","-0.210044415","0.5081894363","-0.227802029","-0.191236623","           1"
"        9701","Dry chillies","        1997","Whole Year","West Bengal","       55569"," 0.942777778","-0.158144153","0.5081894363","-0.189678299","-0.135956552","           0"
"        9801","Gram","        1997","Rabi","West Bengal","       16994","      0.5975","-0.210747171","0.5081894363","-0.228318244","-0.191985143","           0"
"        9901","Groundnut","        1997","Whole Year","West Bengal","       38672","        1.13","-0.205111475","0.5081894363","  -0.2241785","-0.185982443","           1"
"       10001","Horse-gram","        1997","Kharif","West Bengal","        2556"," 0.438888889","-0.237820347","0.5081894363"," -0.24820505","-0.220821358","           1"
"       10101","Jowar","        1997","Whole Year","West Bengal","         450","       0.482","-0.244229758","0.5081894363","-0.252913131","-0.227648158","           2"
"       10201","Jute","        1997","Kharif","West Bengal","     7549700"," 13.44588235","0.6299527364","0.5081894363","0.3892242263","0.7034621753","           1"
"       10301","Khesari","        1997","Rabi","West Bengal","       28460"," 1.095882353","-0.211052836","0.5081894363","-0.228542772","-0.192310713","           1"
"       10401","Linseed","        1997","Whole Year","West Bengal","        4210"," 0.251538462","-0.223026985","0.5081894363","-0.237338474","-0.205064634","           2"
"       10501","Maize","        1997","Whole Year","West Bengal","      130390"," 2.658461538"," -0.19712325","0.5081894363"," -0.21831069","-0.177474016","           1"
"       10601","Masoor","        1997","Rabi","West Bengal","       35040"," 0.662352941","-0.175654385","0.5081894363","-0.202540573","-0.154607072","           1"
"       10701","Mesta","        1997","Kharif","West Bengal","       89000"," 9.154166667","-0.232302004","0.5081894363"," -0.24415151","-0.214943654","           1"
"       10801","Moong(Green Gram)","        1997","Kharif","West Bengal","         711"," 0.548888889","-0.243490158","0.5081894363","-0.252369853","-0.226860394","           1"
"       10901","Moong(Green Gram)","        1997","Rabi","West Bengal","        1710"," 0.542857143","-0.241062579","0.5081894363","-0.250586656","-0.224274728","           1"
"       11001","Moong(Green Gram)","        1997","Summer","West Bengal","         303","       0.046","-0.231933569","0.5081894363","-0.243880873","-0.214551226","           1"
"       11101","Niger seed","        1997","Rabi","West Bengal","    38657300"," 0.698888889","69.085961147","0.5081894363","50.674102515","73.617409982","           2"
"       11201","Niger seed","        1997","Whole Year","West Bengal","        3522","     0.40375","-0.236637261","0.5081894363","-0.247336005","-0.219561227","           1"
"       11301","Other Kharif pulses","        1997","Kharif","West Bengal","         725","       0.585","-0.243778084","0.5081894363"," -0.25258135"," -0.22716707","           1"
"       11401","Potato","        1997","Whole Year","West Bengal","     5581553"," 18.23722222","0.1420365129","0.5081894363","0.0308216772","0.1837722477","           1"
"       11501","Ragi","        1997","Autumn","West Bengal","       15330","       0.986","-0.228320173","0.5081894363","-0.241226625","-0.210702521","           1"
"       11601","Rapeseed &Mustard","        1997","Whole Year","West Bengal","      250950"," 0.718333333","0.2008606302","0.5081894363","0.0740313771","0.2464270638","           1"
"       11701","Rice","        1997","Autumn","West Bengal","      751970"," 1.837222222","0.3318571416","0.5081894363","0.1702558545"," 0.385954229","           0"
"       11801","Rice","        1997","Summer","West Bengal","     3569520"," 2.843888889","1.4012858168","0.5081894363"," 0.955812769","1.5250254138","           1"
"       11901","Rice","        1997","Winter","West Bengal","     8915100"," 1.985555556"," 5.581661259","0.5081894363","4.0265391412","5.9776320422","           1"
"       12001","Safflower","        1997","Whole Year","West Bengal","        3000","      0.2975","-0.230785961","0.5081894363","-0.243037888","-0.213328884","           1"
"       12101","Sannhamp","        1997","Whole Year","West Bengal","        9073"," 4.598571429","-0.242773756","0.5081894363","-0.251843614","-0.226097339","           0"
"       12201","Sesamum","        1997","Whole Year","West Bengal","       88943"," 0.649444444"," -0.07097644","0.5081894363","-0.125648597"," -0.04311237","           0"
"       12301","Small millets","        1997","Whole Year","West Bengal","        3222"," 0.626666667","-0.238637728","0.5081894363","-0.248805463","-0.221691968","           1"
"       12401","Soyabean","        1997","Kharif","West Bengal","        1172"," 1.196666667","-0.243401461","0.5081894363","-0.252304699","-0.226765921","           1"
"       12501","Sugarcane","        1997","Whole Year","West Bengal","     1818700","    67.83625","-0.210321424","0.5081894363","-0.228005508","-0.191531671","           1"
"       12601","Sunflower","        1997","Whole Year","West Bengal","           1","           0","-0.245144024","0.5081894363","-0.253584712","-0.228621961","           1"
"       12701","Turmeric","        1997","Whole Year","West Bengal","       23556"," 1.661111111"," -0.22849211","0.5081894363","-0.241352923","-0.210885654","           0"
"       12801","Urad","        1997","Kharif","West Bengal","       44480","       1.825","-0.150997872","0.5081894363","-0.184428944","-0.128344896","           1"
"       12901","Urad","        1997","Rabi","West Bengal","       10553"," 0.628333333","-0.222743154","0.5081894363","-0.237129983","-0.204762319","           1"
"       13001","Wheat","        1997","Rabi","West Bengal","      810480"," 1.886666667","0.2557861556","0.5081894363","0.1143773368","0.3049294069","           1"
"       13101","Arecanut","        1998","Kharif","Puducherry","          23","        0.35","-0.245433314","-0.003877634","-0.253794689","-0.228936279","           1"
"       13201","Bajra","        1998","Kharif","Puducherry","         324","        2.17","-0.245320054","-0.003877634"," -0.25370832","-0.228823427","           1"
"       13301","Black pepper","        1998","Kharif","Puducherry","           7","        0.58","-0.245507001","-0.003877634","-0.253850881","-0.229009701","           1"
"       13401","Coriander","        1998","Kharif","Puducherry","           1","         0.5","-0.245520647","-0.003877634","-0.253861287","-0.229023298","           1"
"       13501","Cotton(lint)","        1998","Summer","Puducherry","         372","        0.84","-0.244905223","-0.003877634"," -0.25339198","-0.228410088","           2"
"       13601","Dry chillies","        1998","Kharif","Puducherry","          23","        2.75","-0.245512459","-0.003877634","-0.253855043"," -0.22901514","           1"
"       13701","Groundnut","        1998","Rabi","Puducherry","        2062","        1.54"," -0.24409603","-0.003877634","-0.252774909","-0.227603804","           0"
"       13801","Onion","        1998","Kharif","Puducherry","         429","        16.5","-0.245487897","-0.003877634","-0.253836312","-0.228990666","           1"
"       13901","Ragi","        1998","Kharif","Puducherry","         366","        3.27","-0.245370543","-0.003877634","-0.253746821","-0.228873734","           0"
"       14001","Rice","        1998","Kharif","Puducherry","       11518","        2.46"," -0.23877555","-0.003877634","-0.248717643","-0.222302459","           2"
"       14101","Rice","        1998","Rabi","Puducherry","       30220","       2.555","-0.226472538","-0.003877634","-0.239335671","-0.210043692","           0"
"       14201","Rice","        1998","Summer","Puducherry","       14863","        2.55","-0.237723463","-0.003877634","-0.247915347","-0.221254155","           1"
"       14301","Sesamum","        1998","Kharif","Puducherry","         120"," 0.806666667","-0.245322783","-0.003877634","-0.253710401","-0.228826146","           1"
"       14401","Small millets","        1998","Kharif","Puducherry","           3","        0.75","-0.245517917","-0.003877634","-0.253859205","-0.229020578","           0"
"       14501","Sugarcane","        1998","Kharif","Puducherry","      232369","      82.595","-0.241825376","-0.003877634","-0.251043365","-0.225341317","           1"
"       14601","Tapioca","        1998","Kharif","Puducherry","       19110","          20","-0.244637766","-0.003877634","-0.253188024","-0.228143593","           1"
"       14701","Arecanut","        1998","Whole Year","Assam","       55355"," 0.784347826","-0.143921183","1.1220884612"," -0.17638405","-0.127789214","           0"
"       14801","Arhar/Tur","        1998","Kharif","Assam","        5389"," 0.709130435","-0.235074822","1.1220884612","-0.245895559","-0.218615039","           1"
"       14901","Banana","        1998","Whole Year","Assam","      581884"," 13.78826087","-0.188368134","1.1220884612","-0.210278195","-0.172076321","           1"
"       15001","Castor seed","        1998","Kharif","Assam","         708"," 0.411428571","-0.243165389","1.1220884612","-0.252065226","-0.226676511","           1"
"       15101","Coconut","        1998","Whole Year","Assam","   149866000"," 6045.886957","-0.218005348","1.1220884612","-0.232878801","-0.201606951","           1"
"       15201","Cotton(lint)","        1998","Kharif","Assam","         751"," 0.399130435","-0.243269097","1.1220884612","-0.252144311","-0.226779846","           1"
"       15301","Dry chillies","        1998","Whole Year","Assam","        9690"," 0.636956522","-0.225431367","1.1220884612","-0.238541699","-0.209006265","           1"
"       15401","Gram","        1998","Rabi","Assam","        1503"," 0.460454545"," -0.24142692","1.1220884612","-0.250739512","-0.224944294","           1"
"       15501","Jute","        1998","Kharif","Assam","      687173"," 9.040869565","-0.138128561","1.1220884612"," -0.17196674","-0.122017423","           1"
"       15601","Linseed","        1998","Rabi","Assam","        5212"," 0.480909091","-0.231574686","1.1220884612","-0.243226442"," -0.21512749","           1"
"       15701","Maize","        1998","Kharif","Assam","       13965"," 0.608695652","-0.218491137","1.1220884612","-0.233249251","-0.202090993","           1"
"       15801","Mesta","        1998","Kharif","Assam","       25623","      4.9105","-0.238345709","1.1220884612","-0.248389857","-0.221874163","           1"
"       15901","Niger seed","        1998","Kharif","Assam","        4478"," 0.520555556","-0.233579247","1.1220884612","-0.244755071","-0.217124843","           1"
"       16001","Onion","        1998","Whole Year","Assam","       18341"," 2.340434783","-0.234493513","1.1220884612","-0.245452267"," -0.21803582","           0"
"       16101","Other  Rabi pulses","        1998","Rabi","Assam","       62330","  0.50826087","-0.087040222","1.1220884612","-0.133008037","-0.071112811","           1"
"       16201","Potato","        1998","Whole Year","Assam","      611077"," 7.230434783"," -0.14050838","1.1220884612","-0.173781531","-0.124388684","           1"
"       16301","Rapeseed &Mustard","        1998","Rabi","Assam","      135631"," 0.473478261"," 0.148605579","1.1220884612","0.0466896188","0.1636855435","           1"
"       16401","Rice","        1998","Autumn","Assam","      520605"," 1.055652174","0.5663703446","1.1220884612","0.3652666896","0.5799479143","           1"
"       16501","Rice","        1998","Summer","Assam","      446114"," 1.685217391","0.0600228009","1.1220884612","-0.020861415"," 0.075421333","           0"
"       16601","Rice","        1998","Winter","Assam","     2288114"," 1.395652174","1.9858712924","1.1220884612","1.4477429809","1.9943439539","           1"
"       16701","Sesamum","        1998","Kharif","Assam","        8210"," 0.485217391","-0.223772043","1.1220884612"," -0.23727634","-0.207352909","           1"
"       16801","Small millets","        1998","Kharif","Assam","        5450"," 0.521363636","-0.231131199","1.1220884612"," -0.24288825","-0.214685598","           1"
"       16901","Sugarcane","        1998","Whole Year","Assam","     1223578"," 39.89304348"," -0.20380694","1.1220884612","-0.222051447","-0.187459605","           1"
"       17001","Sweet potato","        1998","Whole Year","Assam","       32437"," 3.435652174","-0.232651336","1.1220884612","-0.244047469","-0.216200269","           1"
"       17101","Tapioca","        1998","Whole Year","Assam","       13261"," 4.445217391","-0.241705294","1.1220884612","-0.250951793","-0.225221666","           1"
"       17201","Tobacco","        1998","Whole Year","Assam","         732"," 0.569545455","-0.243524273","1.1220884612","-0.252338901","-0.227034103","           1"
"       17301","Turmeric","        1998","Whole Year","Assam","        7416"," 0.666956522","-0.230882846","1.1220884612","-0.242698862","-0.214438139","           1"
"       17401","Wheat","        1998","Rabi","Assam","       90509"," 0.999545455","-0.123269699","1.1220884612"," -0.16063574","-0.107211998","           0"
"       17501","Arecanut","        1998","Whole Year","Goa","        1820","        1.21","-0.243476513","1.8694171845","-0.252302481","-0.226986515","           0"
"       17601","Banana","        1998","Whole Year","Goa","       14400","        7.58","-0.242930682","1.8694171845","-0.251886244","-0.226442648","           1"
"       17701","Black pepper","        1998","Whole Year","Goa","          70","        0.28","-0.245182232","1.8694171845"," -0.25360322","  -0.2286861","           1"
"       17801","Cashewnut","        1998","Whole Year","Goa","       15000","        0.28"," -0.17337145","1.8694171845","-0.198842095","-0.157133569","           1"
"       17901","Coconut","        1998","Whole Year","Goa","   121000000","     4867.65"," -0.21160276","1.8694171845","-0.227996346","-0.195227389","           2"
"       18001","Groundnut","        1998","Kharif","Goa","         412","        1.18","-0.245045774","1.8694171845","-0.253499161","-0.228550133","           1"
"       18101","Groundnut","        1998","Rabi","Goa","        2124","        2.03","-0.244093301","1.8694171845","-0.252772828","-0.227601085","           0"
"       18201","Other  Rabi pulses","        1998","Rabi","Goa","        9220","        1.06","-0.233691142","1.8694171845","-0.244840399","-0.217236336","           1"
"       18301","Other Kharif pulses","        1998","Kharif","Goa","         324","        0.27","-0.243885885","1.8694171845","-0.252614658","-0.227394416","           1"
"       18401","Ragi","        1998","Kharif","Goa","        2476","        0.99","-0.242111937","1.8694171845","-0.251261889","-0.225626847","           0"
"       18501","Rice","        1998","Kharif","Goa","      104249","        2.54","-0.189575783","1.8694171845","-0.211199118","-0.173279627","           1"
"       18601","Rice","        1998","Rabi","Goa","       46925","        3.04","-0.224455696","1.8694171845","-0.237797676","-0.208034102","           1"
"       18701","Sugarcane","        1998","Whole Year","Goa","       64000","       48.48","-0.243722136","1.8694171845","-0.252489787","-0.227231255","           1"
"       18801","Arecanut","        1998","Whole Year","Karnataka","      648365","       6.232","-0.111730849","-0.216615375","-0.151836498","-0.095714645","           0"
"       18901","Arhar/Tur","        1998","Kharif","Karnataka","      221453"," 0.400833333","0.4031903218","-0.216615375","0.2408296429"," 0.417354731","           1"
"       19001","Bajra","        1998","Kharif","Karnataka","      282231"," 0.601764706","0.3218889182","-0.216615375","0.1788312046","0.3363457091","           1"
"       19101","Bajra","        1998","Rabi","Karnataka","         536","        1.19","-0.244907952","-0.216615375","-0.253394061","-0.228412807","           1"
"       19201","Bajra","        1998","Summer","Karnataka","         498","        0.59","-0.244368945","-0.216615375","-0.252983027","-0.227875738","           0"
"       19301","Black pepper","        1998","Whole Year","Karnataka","       10342","       2.238","-0.239536983","-0.216615375","-0.249298293","-0.223061153","           1"
"       19401","Cardamom","        1998","Whole Year","Karnataka","        1153","        0.06"," -0.21793439","-0.216615375"," -0.23282469","-0.201536249","           1"
"       19501","Castor seed","        1998","Kharif","Karnataka","       23245"," 0.831818182","-0.208344154","-0.216615375","-0.225511413","-0.191980502","           1"
"       19601","Coconut","        1998","Whole Year","Karnataka","  1611530000"," 4692.261111","0.1780394709","-0.216615375","0.0691351762","0.1930135832","           1"
"       19701","Coriander","        1998","Whole Year","Karnataka","        2982","       0.118","-0.221049715","-0.216615375"," -0.23520036","-0.204640371","           0"
"       19801","Cotton(lint)","        1998","Kharif","Karnataka","      976876"," 1.556521739","0.6230220578","-0.216615375","0.4084678841","0.6363958927","           1"
"       19901","Dry chillies","        1998","Whole Year","Karnataka","      146498"," 1.123703704","-0.013110254","-0.216615375","-0.076630873"," 0.002551284","           1"
"       20001","Garlic","        1998","Whole Year","Karnataka","        3034"," 1.459411765","-0.240646383","-0.216615375","-0.250144294","-0.224166564","           1"
"       20101","Ginger","        1998","Kharif","Karnataka","       51169"," 12.75944444"," -0.24020699","-0.216615375","-0.249809223"," -0.22372875","           1"
"       20201","Gram","        1998","Rabi","Karnataka","      202508"," 0.573478261","0.2393457509","-0.216615375","0.1158858281","0.2540993893","           1"
